110,668,0,2,1,19,altar
104,653,0,1,1,4,treestump
131,646,0,1,1,1,tree
122,636,0,1,1,0,tree2
129,636,0,1,1,1,tree
131,633,0,1,1,1,tree
120,633,0,1,1,1,tree
121,668,4,1,1,69,shopsign
134,655,4,1,1,7,chair
120,652,0,1,1,37,flower
130,635,0,1,1,1,tree
135,641,2,2,1,29,counter
127,632,0,1,1,38,mushroom
120,653,0,1,1,37,flower
127,668,0,1,1,0,tree2
107,666,0,1,1,12,gravestone1
106,655,0,1,1,45,woodenrailing
117,669,0,1,1,3,table
111,666,4,2,1,23,bench
116,640,4,1,1,34,fern
116,641,4,1,1,34,fern
109,666,4,2,1,23,bench
135,655,4,1,1,7,chair
107,668,0,1,1,13,gravestone2
107,667,0,1,1,12,gravestone1
117,639,0,1,1,0,tree2
108,666,0,1,1,13,gravestone2
114,641,1,1,1,34,fern
112,653,0,1,1,3,table
112,636,0,1,1,1,tree
114,640,0,1,1,1,tree
114,638,0,1,1,0,tree2
118,637,0,1,1,1,tree
105,667,0,1,1,12,gravestone1
117,650,5,2,2,2,well
105,657,4,1,1,45,woodenrailing
112,633,0,1,1,1,tree
118,635,0,1,1,1,tree
115,635,0,1,1,1,tree
112,642,0,1,1,34,fern
119,640,0,1,1,0,tree2
114,634,0,1,1,1,tree
105,669,0,1,1,12,gravestone1
109,662,4,2,1,23,bench
105,668,0,1,1,13,gravestone2
118,655,0,1,1,5,ladder
112,637,0,1,1,0,tree2
109,658,6,1,1,61,signpost
108,671,0,1,1,13,gravestone2
118,661,0,1,1,5,ladder
106,657,4,1,1,45,woodenrailing
109,664,4,2,1,23,bench
108,657,4,1,1,45,woodenrailing
120,665,5,1,1,7,chair
128,634,0,1,1,0,tree2
125,646,3,1,1,61,signpost
135,647,0,1,1,1,tree
128,637,0,1,1,1,tree
127,666,0,1,1,20,wallpost
120,666,0,2,2,15,bed
121,652,0,1,1,37,flower
124,652,0,2,2,26,fountain
129,633,0,1,1,0,tree2
127,637,0,1,1,1,tree
131,660,0,1,2,11,range
123,650,0,1,1,20,wallpost
115,669,0,1,2,11,range
127,636,0,1,1,1,tree
123,668,6,2,1,29,counter
135,657,0,1,1,7,chair
134,660,0,1,1,3,table
130,650,0,1,1,25,candles
133,655,4,1,1,7,chair
134,665,0,1,1,25,candles
130,665,0,1,1,25,candles
128,658,4,1,2,62,doubledoorsopen
133,657,0,1,1,7,chair
132,665,0,1,1,25,candles
134,657,0,1,1,7,chair
133,661,0,1,1,3,table
134,650,0,1,1,25,candles
138,668,0,1,1,3,table
140,641,0,1,1,1,tree
137,643,0,1,1,1,tree
139,666,0,1,1,5,ladder
129,668,0,1,1,0,tree2
131,666,0,1,1,1,tree
129,667,0,1,1,1,tree
137,652,0,1,1,27,landscape
132,656,0,1,1,10,throne
133,656,0,4,1,9,longtable
142,642,0,1,1,0,tree2
132,648,0,1,1,1,tree
132,650,0,1,1,25,candles
136,657,0,1,1,7,chair
128,666,0,1,1,1,tree
138,639,0,1,1,1,tree
142,645,0,1,1,1,tree
139,648,0,1,1,5,ladder
143,635,0,1,1,0,tree2
136,655,4,1,1,7,chair
136,660,0,1,1,6,ladderdown
103,638,4,1,1,34,fern
103,647,0,1,1,4,treestump
103,641,4,1,1,34,fern
103,644,4,1,1,34,fern
100,656,0,1,1,4,treestump
103,668,0,1,1,12,gravestone1
103,670,0,1,1,12,gravestone1
103,669,0,1,1,13,gravestone2
102,658,0,1,1,4,treestump
103,635,0,1,1,4,treestump
103,671,0,1,1,12,gravestone1
103,650,0,1,1,4,treestump
92,649,0,1,2,57,metalgateclosed
89,662,5,1,1,76,rocks1
88,663,5,1,1,269,gnomeglider
90,662,5,1,1,76,rocks1
110,676,0,1,1,12,gravestone1
103,675,0,2,2,39,coffin
103,673,0,1,1,12,gravestone1
110,674,0,1,1,13,gravestone2
110,675,0,1,1,12,gravestone1
110,672,0,1,1,13,gravestone2
106,674,0,1,1,13,gravestone2
105,673,0,1,1,12,gravestone1
108,676,0,1,1,12,gravestone1
108,675,0,1,1,13,gravestone2
108,673,0,1,1,12,gravestone1
105,672,0,1,1,13,gravestone2
87,649,0,1,1,34,fern
86,667,0,1,1,32,palm2
86,641,0,1,1,34,fern
84,675,0,2,1,29,counter
81,664,4,2,2,30,market
86,662,5,1,1,76,rocks1
85,679,4,2,2,88,furnace
85,644,0,1,1,34,fern
83,650,0,1,1,34,fern
86,659,0,1,1,34,fern
87,664,5,1,1,76,rocks1
86,656,0,1,1,34,fern
73,646,0,1,1,32,palm2
79,638,0,1,1,32,palm2
75,665,4,1,1,33,palm
74,663,0,1,1,32,palm2
79,640,0,1,1,32,palm2
74,664,0,1,1,34,fern
78,654,0,1,1,33,palm
73,669,0,1,2,11,range
76,676,2,2,1,29,counter
78,677,2,1,1,5,ladder
72,673,2,1,1,32,palm2
76,674,2,2,1,29,counter
69,663,0,1,1,34,fern
71,649,0,1,1,35,cactus
71,667,6,2,2,30,market
68,656,0,1,1,35,cactus
71,670,6,1,1,32,palm2
66,677,3,1,1,3,table
67,676,3,1,1,7,chair
64,667,4,1,1,3,table
71,679,2,2,2,2,well
65,673,2,1,1,33,palm
66,666,4,1,1,22,barrel
67,666,4,1,1,22,barrel
67,664,4,1,1,33,palm
68,685,0,1,1,46,marblepillar
64,683,0,1,1,35,cactus
71,687,0,2,2,26,fountain
75,681,2,1,1,32,palm2
90,683,0,1,1,33,palm
84,684,0,1,1,34,fern
77,681,2,1,1,32,palm2
87,682,2,2,1,29,counter
76,685,0,1,1,46,marblepillar
68,687,0,1,1,46,marblepillar
87,685,2,1,2,11,range
76,687,0,1,1,46,marblepillar
80,685,2,2,2,15,bed
71,694,2,1,2,63,doubledoorsclosed
68,693,4,1,1,46,marblepillar
68,691,0,1,1,46,marblepillar
70,693,4,1,1,46,marblepillar
74,693,4,1,1,46,marblepillar
72,693,2,1,1,46,marblepillar
72,689,0,2,2,26,fountain
86,695,4,1,2,62,doubledoorsopen
80,691,2,2,2,15,bed
86,693,4,1,1,69,shopsign
80,688,2,2,2,15,bed
76,691,0,1,1,46,marblepillar
77,688,4,1,2,62,doubledoorsopen
76,689,2,1,1,46,marblepillar
76,693,4,1,1,46,marblepillar
78,693,0,1,1,3,table
79,693,0,1,1,3,table
67,688,0,1,2,62,doubledoorsopen
68,689,2,1,1,46,marblepillar
77,698,0,4,1,9,longtable
77,696,0,4,1,9,longtable
82,706,0,1,1,33,palm
75,708,0,1,1,33,palm
86,709,0,1,1,35,cactus
78,711,0,1,1,35,cactus
66,704,0,1,1,33,palm
90,709,0,1,1,33,palm
82,708,0,1,1,35,cactus
67,714,0,1,1,35,cactus
76,718,0,1,1,33,palm
89,718,0,1,1,113,fishing
80,717,0,1,1,35,cactus
83,713,0,1,1,35,cactus
85,719,0,1,1,113,fishing
64,725,2,1,1,55,sacks
96,726,7,1,1,35,cactus
63,691,6,2,2,15,bed
59,699,0,1,1,35,cactus
57,688,0,1,1,55,sacks
60,725,5,1,1,55,sacks
56,719,2,1,1,34,fern
57,717,2,1,1,34,fern
61,688,0,1,1,34,fern
56,714,2,1,1,34,fern
57,696,0,1,1,34,fern
56,716,2,1,1,34,fern
63,688,6,2,2,15,bed
58,688,0,1,1,35,cactus
53,692,0,1,1,33,palm
52,714,0,1,1,8,logpile
53,714,2,1,1,8,logpile
54,713,2,1,1,34,fern
55,718,2,1,1,34,fern
49,713,2,1,1,34,fern
52,718,2,1,2,11,range
49,710,2,1,1,34,fern
52,711,2,1,1,34,fern
50,712,2,1,1,34,fern
52,698,0,1,1,35,cactus
54,688,0,1,1,3,table
60,728,2,1,1,21,supportnw
51,735,0,1,1,35,cactus
62,733,6,2,2,64,henge
59,730,5,1,1,55,sacks
58,731,7,1,1,18,chestclosed
60,732,2,1,1,21,supportnw
84,731,0,1,1,35,cactus
78,734,0,1,1,35,cactus
64,728,0,1,1,21,supportnw
64,732,0,1,1,21,supportnw
59,728,7,1,1,55,sacks
81,740,0,1,1,35,cactus
74,740,0,1,1,35,cactus
66,741,0,1,1,337,sandyfootsteps
62,738,0,1,1,35,cactus
61,749,0,1,1,35,cactus
70,758,0,1,1,35,cactus
79,752,3,1,1,35,cactus
55,761,0,1,1,35,cactus
75,766,3,1,1,35,cactus
78,782,0,1,1,35,cactus
51,783,0,1,1,35,cactus
62,786,0,1,1,35,cactus
74,788,0,1,1,35,cactus
61,797,0,1,1,35,cactus
70,806,0,1,1,35,cactus
55,809,0,1,1,35,cactus
84,800,5,1,1,7,chair
84,779,0,1,1,35,cactus
84,801,4,1,1,3,table
81,801,7,1,2,245,hillsidedoor
81,807,0,1,1,80,tinrock1
82,809,4,1,1,78,copperrock1
86,799,0,1,1,5,ladder
86,812,0,1,1,79,ironrock1
83,812,4,1,1,83,coalrock1
81,788,0,1,1,35,cactus
81,806,0,1,1,80,tinrock1
83,810,4,1,1,78,copperrock1
84,807,6,2,3,54,cart
84,812,4,1,1,83,coalrock1
85,801,6,1,1,3,table
86,811,0,1,1,79,ironrock1
87,766,3,1,1,35,cactus
81,761,3,1,1,35,cactus
88,749,3,1,1,35,cactus
89,741,0,1,1,35,cactus
91,730,0,1,1,35,cactus
93,753,3,1,1,35,cactus
92,758,4,1,1,35,cactus
90,763,3,1,1,337,sandyfootsteps
91,778,0,1,1,35,cactus
89,789,0,1,1,35,cactus
92,807,0,1,2,57,metalgateclosed
92,800,0,1,1,343,brownclimbingrocks
91,801,4,1,1,343,brownclimbingrocks
103,791,4,1,1,35,cactus
103,770,5,1,1,35,cactus
101,802,2,1,1,35,cactus
99,779,5,1,1,35,cactus
98,812,1,1,1,35,cactus
90,811,0,1,1,22,barrel
90,810,0,1,1,22,barrel
89,810,0,1,2,345,liftwinch
110,777,6,1,1,35,cactus
108,811,3,1,1,35,cactus
106,765,1,1,1,35,cactus
99,761,2,1,1,35,cactus
101,750,0,1,1,35,cactus
106,746,0,1,1,35,cactus
99,740,0,1,1,35,cactus
106,734,0,1,1,35,cactus
109,725,0,1,1,35,cactus
110,705,0,1,1,81,mithrilrock1
111,706,0,1,1,36,bullrushes
110,704,0,1,1,81,mithrilrock1
117,736,0,1,1,35,cactus
118,748,6,1,1,35,cactus
117,712,0,1,1,3,table
112,756,0,1,1,35,cactus
118,766,5,1,1,35,cactus
120,728,0,1,1,35,cactus
126,755,0,1,1,35,cactus
125,771,5,1,1,35,cactus
117,770,6,1,1,35,cactus
112,787,7,1,1,35,cactus
116,797,0,1,1,35,cactus
119,810,1,1,1,35,cactus
130,810,2,1,1,35,cactus
129,798,3,1,1,35,cactus
128,784,4,1,1,35,cactus
134,772,6,1,1,35,cactus
133,765,5,1,1,35,cactus
128,744,0,1,1,35,cactus
135,743,3,1,1,35,cactus
128,731,0,1,1,35,cactus
138,734,0,1,1,35,cactus
137,754,0,1,1,35,cactus
141,775,0,1,1,35,cactus
137,781,7,1,1,35,cactus
144,774,7,1,1,35,cactus
147,788,0,1,1,35,cactus
138,792,1,1,1,35,cactus
149,798,0,1,1,35,cactus
139,802,2,1,1,35,cactus
147,809,2,1,1,35,cactus
142,814,3,1,1,35,cactus
154,813,1,1,1,35,cactus
154,794,0,1,1,35,cactus
154,782,0,1,1,35,cactus
157,773,0,1,1,35,cactus
165,784,0,1,1,35,cactus
166,796,6,1,1,35,cactus
166,798,2,1,1,177,jungle tree 1
160,804,0,1,1,35,cactus
166,814,5,1,1,35,cactus
170,806,0,1,1,21,supportnw
172,793,4,1,1,21,supportnw
170,792,4,1,1,50,anvil
172,804,0,1,1,21,supportnw
172,800,2,1,1,187,jungle medium size plant
170,807,0,1,1,21,supportnw
169,791,0,1,1,21,supportnw
174,798,4,1,1,32,palm2
172,791,6,1,1,21,supportnw
170,796,2,1,1,33,palm
169,801,4,1,1,177,jungle tree 1
173,804,0,1,1,21,supportnw
173,809,2,1,1,21,supportnw
172,809,2,1,1,21,supportnw
175,807,4,1,1,21,supportnw
169,793,2,1,1,21,supportnw
175,806,4,1,1,21,supportnw
176,792,0,1,1,35,cactus
181,813,5,1,1,35,cactus
183,791,3,1,1,35,cactus
168,776,0,1,1,35,cactus
176,779,0,1,1,35,cactus
186,782,0,1,1,35,cactus
197,763,0,1,1,116,nastyfungus
185,802,0,1,1,35,cactus
54,683,2,1,1,5,ladder
56,680,2,2,1,29,counter
59,682,0,1,1,69,shopsign
56,682,2,2,1,29,counter
56,685,0,1,1,55,sacks
63,685,6,2,2,15,bed
50,682,2,1,1,32,palm2
59,687,0,1,1,35,cactus
55,676,2,1,1,32,palm2
54,673,2,1,1,34,fern
51,677,2,1,1,55,sacks
51,672,2,1,1,34,fern
51,679,2,1,1,32,palm2
60,673,0,1,2,48,sink
50,674,2,2,1,29,counter
59,676,2,1,1,34,fern
52,677,2,1,1,55,sacks
61,667,0,1,1,32,palm2
63,665,0,1,1,34,fern
60,668,0,1,1,34,fern
57,668,0,1,1,32,palm2
57,664,0,1,1,33,palm
56,666,0,1,1,34,fern
62,663,0,1,1,34,fern
62,662,0,1,1,34,fern
60,661,0,1,1,34,fern
63,655,0,1,1,35,cactus
62,647,0,1,1,35,cactus
53,639,0,1,1,33,palm
71,636,0,1,1,33,palm
68,633,0,1,1,33,palm
70,633,0,1,1,33,palm
68,626,0,1,1,35,cactus
58,631,0,1,1,35,cactus
71,621,0,1,1,35,cactus
70,620,0,1,1,35,cactus
56,620,0,1,1,34,fern
56,611,0,1,1,34,fern
52,596,0,1,1,34,fern
68,598,0,1,1,79,ironrock1
60,598,0,1,1,33,palm
68,593,0,1,1,83,coalrock1
55,592,0,1,1,33,palm
68,588,0,1,1,81,mithrilrock1
50,589,0,1,1,34,fern
55,585,0,1,1,32,palm2
68,585,0,1,1,114,silverrock1
63,585,0,1,1,33,palm
68,589,0,1,1,79,ironrock1
68,586,0,1,1,79,ironrock1
69,582,0,1,1,83,coalrock1
70,581,0,1,1,78,copperrock1
70,583,0,1,1,80,tinrock1
56,579,0,1,1,32,palm2
38,571,5,1,1,34,fern
39,573,0,1,1,145,bush2
38,568,7,1,1,0,tree2
38,573,0,1,1,145,bush2
42,571,2,1,1,145,bush2
42,570,2,1,1,145,bush2
42,569,2,1,1,145,bush2
35,573,0,1,1,145,bush2
34,568,0,1,1,144,bush1
34,571,7,1,1,144,bush1
42,572,2,1,1,145,bush2
34,573,0,1,1,145,bush2
36,569,3,1,1,34,fern
36,573,0,1,1,145,bush2
37,573,0,1,1,145,bush2
33,573,0,1,1,145,bush2
32,573,0,1,1,145,bush2
42,573,2,1,1,144,bush1
32,570,7,1,1,34,fern
52,575,0,1,1,20,wallpost
42,568,2,1,1,145,bush2
51,569,0,1,1,1,tree
55,575,0,1,1,20,wallpost
59,569,0,1,1,1,tree
49,575,0,1,1,20,wallpost
63,569,7,1,1,37,flower
61,575,0,1,1,20,wallpost
55,568,7,1,1,34,fern
64,575,0,1,1,20,wallpost
59,573,0,1,2,57,metalgateclosed
67,574,4,1,1,34,fern
67,575,0,1,1,20,wallpost
58,575,0,1,1,20,wallpost
70,575,0,1,1,20,wallpost
64,574,4,1,1,34,fern
40,569,3,1,1,144,bush1
41,573,0,1,1,145,bush2
40,573,0,1,1,145,bush2
39,566,5,1,1,144,bush1
39,562,0,1,1,145,bush2
34,562,0,1,1,145,bush2
33,562,0,1,1,145,bush2
36,562,0,1,1,145,bush2
38,562,0,1,1,145,bush2
37,560,2,1,1,34,fern
37,561,2,1,1,144,bush1
37,562,0,1,1,145,bush2
35,561,6,1,1,34,fern
41,562,0,1,1,145,bush2
42,566,2,1,1,144,bush1
42,562,2,1,1,144,bush1
32,562,0,1,1,145,bush2
39,560,2,1,1,144,bush1
35,562,0,1,1,145,bush2
38,561,1,1,1,34,fern
32,561,2,1,1,144,bush1
42,567,2,1,1,145,bush2
41,561,0,1,1,34,fern
51,567,7,1,1,0,tree2
51,565,0,1,1,1,tree
54,562,7,1,1,34,fern
68,564,7,1,1,0,tree2
57,564,7,1,1,0,tree2
71,561,7,1,1,37,flower
58,561,7,1,1,34,fern
53,561,7,1,1,0,tree2
60,561,7,1,1,34,fern
54,564,7,1,1,37,flower
50,563,7,1,1,37,flower
60,563,7,1,1,37,flower
40,561,2,1,1,34,fern
55,560,7,1,1,37,flower
42,565,6,1,1,61,signpost
61,566,7,1,1,34,fern
40,562,0,1,1,145,bush2
68,563,7,1,1,37,flower
66,565,7,1,1,34,fern
64,563,0,1,1,0,tree2
67,567,7,1,1,34,fern
68,560,0,1,1,1,tree
79,575,0,1,1,20,wallpost
72,581,0,1,1,76,rocks1
75,584,0,1,1,79,ironrock1
74,582,0,1,1,78,copperrock1
72,563,0,1,1,1,tree
75,597,0,1,1,84,goldrock1
78,596,0,1,1,35,cactus
75,589,0,1,1,114,silverrock1
72,582,0,1,1,82,adamiterock1
74,587,0,1,1,76,rocks1
74,586,0,1,1,79,ironrock1
78,564,7,1,1,1,tree
79,560,7,1,1,34,fern
78,574,0,1,1,61,signpost
77,566,0,1,1,1,tree
74,566,0,1,1,0,tree2
73,575,0,1,1,20,wallpost
75,562,7,1,1,1,tree
77,562,7,1,1,34,fern
77,606,0,1,1,35,cactus
73,621,0,1,1,35,cactus
72,619,0,1,1,35,cactus
78,627,0,1,1,35,cactus
85,631,0,1,1,32,palm2
84,607,0,1,1,35,cactus
88,596,0,1,1,66,deadtree1
84,591,0,1,1,66,deadtree1
81,579,0,1,1,66,deadtree1
90,572,6,1,1,61,signpost
93,575,0,1,1,61,signpost
93,572,2,1,1,61,signpost
83,568,7,1,1,34,fern
82,575,0,1,1,20,wallpost
88,575,0,1,1,20,wallpost
85,575,0,1,1,20,wallpost
86,565,7,1,1,1,tree
85,561,7,1,1,34,fern
89,563,7,1,1,34,fern
91,564,7,1,1,34,fern
80,562,7,1,1,0,tree2
92,562,7,1,1,4,treestump
81,562,7,1,1,1,tree
82,562,7,1,1,34,fern
81,566,0,1,1,1,tree
83,563,7,1,1,0,tree2
102,563,4,1,1,0,tree2
101,567,7,1,1,34,fern
99,575,0,1,1,20,wallpost
102,575,0,1,1,20,wallpost
100,588,0,1,1,112,potato
96,575,0,1,1,20,wallpost
102,585,0,1,1,0,tree2
101,576,4,1,1,0,tree2
100,591,0,1,1,112,potato
100,583,0,1,1,112,potato
102,588,0,1,1,112,potato
102,578,4,1,1,37,flower
98,594,0,1,1,112,potato
96,588,0,1,1,112,potato
96,597,0,1,1,112,potato
100,597,0,1,1,112,potato
102,591,0,1,1,112,potato
97,576,4,1,1,37,flower
102,597,0,1,1,112,potato
100,585,0,1,1,112,potato
98,585,0,1,1,112,potato
96,594,0,1,1,112,potato
96,591,0,1,1,112,potato
98,588,0,1,1,112,potato
98,597,0,1,1,112,potato
97,564,4,1,1,1,tree
96,582,4,2,3,54,cart
98,591,0,1,1,112,potato
97,577,4,1,1,1,tree
99,577,4,1,1,37,flower
100,594,0,1,1,112,potato
102,594,0,1,1,112,potato
102,603,0,1,1,112,potato
96,603,0,1,1,112,potato
98,600,0,1,1,112,potato
98,603,0,1,1,112,potato
100,600,0,1,1,112,potato
102,600,0,1,1,112,potato
96,600,0,1,1,112,potato
100,603,0,1,1,112,potato
101,612,0,1,1,0,tree2
97,611,0,1,1,0,tree2
100,619,0,1,1,0,tree2
110,698,0,1,1,81,mithrilrock1
110,697,0,1,1,81,mithrilrock1
111,699,0,1,1,82,adamiterock1
111,681,0,1,1,0,tree2
111,684,0,1,1,0,tree2
111,680,0,1,1,1,tree
119,694,6,1,1,36,bullrushes
113,680,0,1,1,0,tree2
112,682,0,1,1,1,tree
118,693,6,1,1,36,bullrushes
113,708,0,1,1,34,fern
117,705,0,1,1,34,fern
112,707,0,1,1,34,fern
116,704,0,1,1,36,bullrushes
116,703,0,1,1,83,coalrock1
113,703,0,1,1,83,coalrock1
117,711,6,1,1,7,chair
112,702,0,1,1,83,coalrock1
114,703,0,1,1,83,coalrock1
115,702,0,1,1,83,coalrock1
117,703,0,1,1,83,coalrock1
118,695,6,1,1,34,fern
112,705,0,1,1,36,bullrushes
112,704,0,1,1,36,bullrushes
111,629,0,1,1,1,tree
109,631,6,1,1,34,fern
108,631,4,1,1,34,fern
108,625,0,1,1,0,tree2
105,619,0,1,2,59,woodengateopen
111,620,4,1,1,1,tree
109,613,4,1,1,34,fern
108,614,4,1,1,34,fern
110,612,4,1,1,34,fern
104,600,0,1,1,112,potato
106,603,0,1,1,112,potato
108,601,0,1,2,59,woodengateopen
106,600,0,1,1,112,potato
104,603,0,1,1,112,potato
110,593,1,1,1,34,fern
104,597,0,1,1,0,tree2
105,587,0,1,2,59,woodengateopen
111,591,1,1,1,34,fern
107,573,0,1,1,20,wallpost
111,575,6,1,1,20,wallpost
104,573,0,1,1,20,wallpost
105,571,6,1,2,59,woodengateopen
111,563,7,1,1,34,fern
108,566,7,1,1,34,fern
56,1623,0,1,1,27,landscape
57,1627,0,2,2,15,bed
74,1618,0,1,1,3,table
75,1618,2,1,1,7,chair
78,1621,0,1,1,6,ladderdown
54,1627,2,1,1,6,ladderdown
59,558,0,1,1,1,tree
60,557,0,1,1,1,tree
59,556,7,1,1,34,fern
61,554,7,1,1,0,tree2
59,553,7,1,1,4,treestump
67,553,7,1,1,0,tree2
89,553,7,1,1,0,tree2
88,553,7,1,1,34,fern
88,554,7,1,1,34,fern
92,553,7,1,1,4,treestump
74,552,7,1,1,34,fern
84,553,7,1,1,4,treestump
91,558,0,1,1,1,tree
79,554,7,1,1,1,tree
74,558,0,1,1,1,tree
89,555,7,1,1,0,tree2
84,557,7,1,1,34,fern
79,559,7,1,1,1,tree
90,559,0,1,1,1,tree
84,554,7,1,1,0,tree2
92,554,7,1,1,1,tree
75,552,7,1,1,34,fern
76,552,7,1,1,1,tree
76,559,0,1,1,1,tree
93,555,7,1,1,1,tree
87,559,7,1,1,34,fern
72,554,7,1,1,34,fern
67,555,0,1,1,1,tree
92,559,7,1,1,4,treestump
94,556,7,1,1,4,treestump
75,557,7,1,1,37,flower
95,552,7,1,1,4,treestump
87,552,7,1,1,1,tree
72,555,7,1,1,34,fern
86,556,7,1,1,34,fern
74,554,0,1,1,1,tree
79,555,7,1,1,34,fern
57,556,7,1,1,0,tree2
86,558,0,1,1,1,tree
68,559,7,1,1,34,fern
65,554,7,1,1,34,fern
69,555,0,1,1,1,tree
67,557,7,1,1,34,fern
69,554,7,1,1,34,fern
65,558,0,1,1,1,tree
81,557,7,1,1,34,fern
58,554,7,1,1,37,flower
66,553,7,1,1,34,fern
54,559,7,1,1,0,tree2
54,553,7,1,1,0,tree2
54,556,7,1,1,34,fern
53,555,7,1,1,34,fern
52,559,7,1,1,34,fern
52,554,7,1,1,34,fern
50,556,7,1,1,0,tree2
51,552,7,1,1,37,flower
40,555,0,1,1,144,bush1
40,559,6,1,1,34,fern
38,555,0,1,1,144,bush1
38,553,0,1,1,37,flower
37,558,2,1,1,144,bush1
35,554,0,1,1,144,bush1
36,554,0,1,1,37,flower
35,552,0,1,1,144,bush1
32,553,0,1,1,144,bush1
35,559,2,1,1,144,bush1
37,553,0,2,2,156,yewtree
55,551,0,1,1,1,tree
32,544,0,1,1,34,fern
36,551,0,1,1,1,tree
55,548,7,1,1,34,fern
51,549,7,1,1,34,fern
60,547,0,1,1,1,tree
54,550,7,1,1,4,treestump
51,547,7,1,1,34,fern
52,546,7,1,1,37,flower
51,551,0,1,1,1,tree
55,545,7,1,1,34,fern
61,549,7,1,1,4,treestump
57,549,0,1,1,1,tree
63,547,7,1,1,37,flower
62,547,7,1,1,34,fern
57,545,7,1,1,37,flower
70,544,4,1,1,78,copperrock1
65,546,0,1,1,1,tree
69,544,4,1,1,78,copperrock1
70,546,4,1,1,80,tinrock1
52,547,0,1,1,1,tree
67,551,0,1,1,1,tree
30,545,0,1,1,34,fern
28,550,7,1,1,34,fern
30,544,0,1,1,144,bush1
29,550,6,1,1,34,fern
29,544,0,1,1,34,fern
27,554,2,1,1,34,fern
25,547,0,1,1,34,fern
29,566,2,1,1,146,blueflower
27,553,5,1,1,33,palm
31,562,0,1,1,145,bush2
25,550,0,1,1,34,fern
26,562,0,1,1,145,bush2
30,569,2,1,1,144,bush1
30,572,2,1,1,96,wallshield
30,571,2,1,1,96,wallshield
28,573,0,1,1,17,chestopen
31,570,2,1,1,144,bush1
30,573,2,1,1,96,wallshield
28,562,0,1,1,145,bush2
25,562,0,1,1,145,bush2
31,573,0,1,1,145,bush2
26,544,0,1,1,34,fern
24,547,0,1,1,37,flower
26,573,0,1,1,17,chestopen
24,574,0,1,1,144,bush1
27,573,0,1,1,17,chestopen
24,573,6,1,1,25,candles
29,562,0,1,1,145,bush2
29,553,5,1,1,34,fern
24,545,0,3,1,364,1-3light
28,567,2,1,1,146,blueflower
30,562,0,1,1,145,bush2
29,573,0,1,1,17,chestopen
28,574,0,1,1,144,bush1
27,566,2,1,1,146,blueflower
25,573,0,1,1,17,chestopen
24,562,0,1,1,145,bush2
27,562,0,1,1,145,bush2
30,570,2,1,1,96,wallshield
28,565,2,1,1,146,blueflower
24,563,0,1,1,144,bush1
25,574,0,1,1,144,bush1
27,571,6,1,1,111,crate
29,570,6,1,2,67,cupboardopen
24,569,0,1,1,144,bush1
26,574,0,1,1,144,bush1
